code,nom,description,version,organisme,statut,secteur
"ISO/TC 224","Systèmes et services relatifs à l’eau potable, à l’assainissement et à la gestion des eaux pluviales","Standardization of the management concepts for service activities and processes relating to drinking water supply, wastewater and stormwater systems. This structure includes activities necessary to fulfil the objectives of water supply, wastewater and stormwater systems. Water supply for purposes other than drinking water can be included in this management concept structure. Excluded: Normative target or threshold values for service quality criteria; Normative limits of acceptability for drin...",2001,ISO,actif,"Environnement & Développement durable"
"ISO/TC 226","Matériaux pour la production de l'aluminium de première fusion","Standardization in the field of materials for the production of primary aluminium, including aluminium oxide, cryolite, aluminium fluoride, sodium fluoride, carbonaceous products and ceramic materials.",2004,ISO,actif,"Industrie & Mécanique"
"ISO/TC 228","Tourisme et services connexes","Standardization of the terminology and specifications of the services offered by tourism service providers, including related activities, touristic destinations and the requirements of facilities and equipment used by them, to provide tourism buyers, providers and consumers with criteria for making informed decisions.",2005,ISO,actif,"Services & Management"
"ISO/TC 229",Nanotechnologies,"Standardization in the field of nanotechnologies that includes either or both of the following: 1. Understanding and control of matter and processes at the nanoscale, typically, but not exclusively, below 100 nanometres in one or more dimensions where the onset of size-dependent phenomena usually enables novel applications, 2. Utilizing the properties of nanoscale materials that differ from the properties of individual atoms, molecules, and bulk matter, to create improved materials, devices, ...",2005,ISO,actif,"Informatique & Technologies"
"ISO/TC 232","Education et services de formation","Standardization in the field of education and learning services focused on, but not limited to - services; - management systems; - facilitators; - assessments; - terminology; - ethical conduct. The TC will base its work on market needs, state of the art and feedback taking into account the net benefit of the interested parties and learners with special need. The TC will take into account ISO's global relevance policy as regards the parts of the world not directly represented in the TC work.",2007,ISO,actif,"Services & Management"
"ISO/TC 234","Pêches et aquaculture","Standardization in the field of fisheries and aquaculture, including, but not limited to, terminology, technical specifications for equipment and for their operation, characterization of aquaculture sites and maintenance of appropriate physical, chemical and biological conditions, environmental monitoring, data reporting, traceability and waste disposal. Excluded: methods of analysis of food products and traceability (covered by ISO/TC 34); personal protective clothing (covered by ISO/TC 94);...",2007,ISO,actif,Agroalimentaire
"ISO/TC 238","Biocombustibles solides","Standardization of terminology, specifications and classes, sampling and sample preparation, test methods, and safety aspects in the field of raw and processed materials originating from arboriculture, agriculture, aquaculture, horticulture and forestry to be used as a source of thermally and non-thermally treated solid biofuels and pyrogenic biocarbon. Excluded: areas covered by ISO/TC 27 Coal and coke, ISO/TC 28/SC 7 Liquid biofuels, ISO/TC 193 Natural gas, ISO/TC 275 Sludge recovery, ISO/T...",2007,ISO,actif,"Énergie & Ressources"
"ISO/TC 241","Systèmes de management de la sécurité du trafic routier","Standardization in the field of RTS, Road traffic safety, management standards, needs, to be effective, to consist of: a requirement standard (which ISO 39001 will be) RTS specific auditing requirements in third party certification, and implementation and guidance documents.",2008,ISO,actif,"Sécurité & Protection"
"ISO/TC 244","Fours industriels et équipements associés","Standardization of the requirements for industrial thermoprocessing equipment (e.g. heated enclosures such as furnaces, ovens, kilns, lehrs and dryers) and associated processing equipment. The scope includes, but is not limited to, requirements for safety, energy efficiency (including exergy), design, construction, operation, processes and quality control of processed material.",2008,ISO,actif,"Industrie & Mécanique"
"ISO/TC 249","Médecine traditionnelle","Standardization in the field of materials, products, services and processes in traditional medical systems including modern developments of these systems but not into the clinical practice.",2009,ISO,actif,"Santé & Médecine"
"ISO/TC 249/SC 1","MTC (Médecine traditionnelle chinoise)","Standardization in the field of medical systems derived from ancient Chinese medicine which shall be able to share one common set of standards. Both traditional and modern aspects of these systems are covered. The committee focuses on quality and safety of raw materials, manufactured products and medical devices and of informatics, including service standards limited to involving the safe use and delivery of devices & medicine, but not into the clinical practice or application of those products.",2025,ISO,actif,"Santé & Médecine"
"ISO/TC 249/SC 2","Ayurveda et Yoga","Standardization in the field of Ayurveda and Yoga. Both traditional and modern aspects ofproducts and services of these systems are covered. The committee will focus on following fieldsincluding but not limited to Terminology; Quality and Safety of ingredients, extracts, finishedproducts, Ayurveda based dietary supplements and nutraceuticals, Ayurveda Pharmaceuticalequipments and procedures; Health and Wellness service requirements; Health Assessmenttools/equipment; Rejuvenative procedures an...",2025,ISO,actif,"Santé & Médecine"
"ISO/TC 251","Gestion des actifs","Standardization in the field of asset management.",2010,ISO,actif,"Services & Management"
"ISO/TC 254","Sécurité des manèges et des dispositifs de divertissement","Standardization in the field of safety of amusement rides and amusement devices. Excluded: playgrounds, facilities and equipment covered by International Standards within the scope of ISO/TC 83.",2010,ISO,actif,"Sécurité & Protection"
"ISO/TC 258","Management de projets, programmes et portefeuilles","Standardization in the field of project, programme and portfolio management.",2011,ISO,actif,Maritime
"ISO/TC 260","Management des ressources humaines","Standardization in the field of human resource management.",2011,ISO,actif,"Services & Management"
"ISO/TC 261","Fabrication additive","Standardization in the field of Additive Manufacturing (AM) concerning their processes, terms and definitions, process chains (Hard- and Software), test procedures, quality parameters, supply agreements and all kind of fundamentals.",2011,ISO,actif,"Informatique & Technologies"
"ISO/TC 262","Management du risque","Standardization in the field of risk management",2011,ISO,actif,"Sécurité & Protection"
"ISO/TC 264","Artifices de divertissement","Standardization in the field of Fireworks, including quality control, definitions, terminology, classification, categorization, labelling, test methods and basic safety requirements.",2011,ISO,actif,"Sécurité & Protection"
"ISO/TC 265","Captage du dioxyde de carbone, transport et stockage","Standardization of design, construction, operation, environmental planning and management, risk management, quantification, monitoring and verification, and related activities in the field of carbon dioxide capture, transportation, and storage (CCS).",2011,ISO,actif,Maritime
"ISO/TC 266",Biomimétique,"Standardization in the field of biomimetics that includes but is not limited to methods and technologies in biomimetics such as biomimetic materials, processes and products, incorporating the most recent results of R&D projects. Classification, definition and development of terminology in the field of biomimetics. Description of the potentials and limitations of biomimetics as an innovation system or a sustainability strategy. Description and standardization of methods in biomimetics, biomime...",2011,ISO,actif,"Métrologie & Sciences"
"ISO/TC 267","Facility management","Standardization in the field of facility management",2011,ISO,actif,"Services & Management"
"ISO/TC 268","Villes et communautés territoriales durables","Standardization in the field of Sustainable Cities and Communities will include the development of requirements, frameworks, guidance and supporting techniques and tools related to the achievement of sustainable development considering smartness and resilience, to help all Cities and Communities and their interested parties in both rural and urban areas become more sustainable. Note: TC 268 will contribute to the UN Sustainable Development Goals through its standardization work. The proposed ...",2012,ISO,actif,"Environnement & Développement durable"
"ISO/TC 268/SC 1","Infrastructures urbaines intelligentes","Standardization in the field of smart community infrastructure, including basic concepts to define and describe smartness of community infrastructure as an integrative large scale product, harmonized metrics for benchmarking, usage of the metrics for application to the diverse types of communities, and specifications for measurement/reporting/verification. ISO/TC 268 SC1 focuses on technical aspects of smart community infrastructure which are basic structures that support the operation and ac...",2012,ISO,actif,"Construction & BTP"
"ISO/TC 268/SC 2","Villes et communautés territoriales durables - Mobilité et transports durables","Standardization in the field of Sustainable mobility and transportation will promote and support a multi-sectorial integrated approach of sustainable cities and communities with a long-term vision based on the purposes of sustainability defined in ISO 37101. The SubCommittee will consider organisational issues, infrastructures and services in the mobility and transportation options for cities and communities, including those related to new technologies (i.e. electric, hydrogen, autonomous).Th...",2021,ISO,actif,"Environnement & Développement durable"
"ISO/TC 269","Applications ferroviaires","Standardization of all systems, products and services specifically related to the railway sector, including design, manufacture, construction, operation, and maintenance of parts and equipment, methods and technology, interfaces between infrastructure, vehicles and the environment, excluding those electrotechnical and electronic products and services for railways which are within the scope of IEC/TC 9.",2012,ISO,actif,"Automobile & Transports"
"ISO/TC 269/SC 1",Infrastructure,"Standardization in the field of railway infrastructure, including areas such asrailway tracks, platforms, stations and shunting yards, as well as railwayspecific needs for tunnels, bridges and other civil works, and addressing:design, construction and installation requirements, testing and conformityassessment of ground equipment as well as maintenance criteria for their entirelife cycle.",2016,ISO,actif,"Construction & BTP"
"ISO/TC 269/SC 3","Opérations et services","Standardization of requirements and guidance relating to operations and servicesin the railway system and related equipment, which are required in and betweenrailway stakeholders as well as at the technical interfaces between railwayoperators and railway users such as passengers and shippers in order to realizesafe, reliable, convenient and sustainable railway transport.",2016,ISO,actif,"Automobile & Transports"
"ISO/TC 272",Criminalistique,"Standardization and guidance in the field of Forensic Science. This includes the development of standards that pertain tolaboratory and field based forensic science techniques and methodology in broad general areas such as the detection andcollection of physical evidence, the subsequent analysis and interpretation of the evidence, and the reporting of results andfindings. Excludes Generic quality management standards dealt with by ISO/TC 176; Conformity assessment guidelines dealt with by the...",2012,ISO,actif,"Sécurité & Protection"
"ISO/TC 274","Lumière et éclairage","Standardization in the field of application of lighting in specific casescomplementary to the work items of the International Commissionon Illumination (CIE) and the coordination of drafts from the CIE, in accordance with the Council Resolution 42/1999 and Council Resolution 10/1989 concerning vision, photometry and colorimetry, involving natural and man-made radiation over the UV, the visible and the IR regions of the spectrum, and application subjects covering all usage of light, indoors an...",2012,ISO,actif,"Construction & BTP"
"ISO/TC 275","Valorisation, recyclage, traitement et élimination des boues","Standardization of the methods for characterizing, categorizing, preparing, treating, recycling and managing sludge and products from urban wastewater collection systems, night soil, storm water handling, water supply treatment plants, wastewater treatment plants for urban and similar industrial waters. It includes all sludge that may have similar environmental and/or health impacts. Standardization of measurement methods for characterizing and categorizing encompasses: sampling methods, phys...",2013,ISO,actif,"Énergie & Ressources"
"ISO/TC 276",Biotechnologie,"Standardization in the field of biotechnology processes that includes the following topics: Terms and definitions; biobanks and bioresources; analytical methods; bioprocessing; data processing including annotation, analysis, validation, comparability and integration; metrology. ISO/TC 276 Biotechnology will work closely with related committees in order to identify standardization needs and gaps, and collaborate with other organisations to avoid duplications and overlapping standardization act...",2013,ISO,actif,"Santé & Médecine"
"ISO/TC 276/SC 1","Méthodes analytiques","Standardization of analytical methods to enable accurate, reproducible, and robust measurements and analysis of biologically relevant molecules and entities, such as: Nucleic acids Proteins Cells Gene delivery systems",2024,ISO,actif,"Métrologie & Sciences"
"ISO/TC 276/SC 2","Systèmes microphysiologiques et organes sur puce","Standardization in the field of Microphysiological Systems (MPS) and Organ-on-Chip(OoC) that includes the following topics: Terminology, stakeholder environment, interdependencies in MPS and OoC Biological components in MPS and OoC Engineering in MPS and OoC, including manufacturing and designing Experimental design, data processing and integration of MPS and OoC studies Characterisation of materials and processes ISO/TC 276/SC 2 MPS and OoC has a specific focus for MPS and OoC as a hybrid sy...",2024,ISO,actif,"Santé & Médecine"
"ISO/TC 279","Management de l'innovation","Standardization in the field of innovation management to build resilience, strengthen performance andpromote innovation culture, which consists in standardization of: Terminology and related concepts. Management systems for innovation and related interactions within the organization. Management of ecosystems for innovation and related interactions between organizationsand individuals within the innovation system.",2013,ISO,actif,"Services & Management"
"ISO/TC 279/SC 1","'Value management'","Standardization of methods related to value management and value engineering in relation with Innovation Management.",2026,ISO,actif,"Services & Management"
"ISO/TC 282","Recyclage des eaux","Standardization of water reuse of any kind and for any purpose. It covers both centralized and decentralized or on-site water reclamation, and direct and indirect reuse applications, taking into consideration the potential for unintentional exposure or ingestion. It includes technical, economic, environmental and societal aspects of water reuse. Water reuse comprises a sequence of the stages and operations involved in collection, conveyance, processing, storage, distribution, consumption, dra...",2013,ISO,actif,"Énergie & Ressources"
"ISO/TC 282/SC 1","Recyclage des eaux usées traitées à des fins d'irrigation","Standardization in the field of Treated wastewater (TWW) for irrigation requirements and processes involved in the development of health, environmentally viable and sustainable projects for the reuse of treated wastewater in all fields of irrigation. Including: management and operation of all the internal and external elements that affect or can be affected by the implementation of such projects, TWW quality suitability for a variety of uses for irrigated areas, distribution and storage syste...",2014,ISO,actif,"Agriculture & Foresterie"
"ISO/TC 282/SC 2","Recyclage des eaux dans les zones urbaines","Standardization in the field of water reuse in urban areas. It addresses wastewater reclamation and reuse in urban areas. It includes guidelines for design and management of water reuse systems taking into consideration safety, reliability and efficiency. It covers both centralized (community-wide) and decentralized (on-site) water reuse systems. The standardization process covers the reclamation, storage and distribution parts of water reuse systems in urban areas.",2014,ISO,actif,"Énergie & Ressources"
"ISO/TC 282/SC 3","Évaluation des risques et performances des systèmes de recyclage des eaux","Standardization in the field of risk and performance evaluation of water re-use systems, including, but not limited to, the methods for monitoring, measurement, analysis and evaluation of risks and performances of water re-use systems. It includes the standardization of how to indicate the results of applying the methods. It focuses on the generic methods applicable to wide range of water re-uses, and the elements of water re-use system include materials, equipment, facilities, processes and ...",2014,ISO,actif,"Énergie & Ressources"
"ISO/TC 282/SC 4","Recyclage des eaux industrielles","Standardization in the field of industrial water reuse, include the following: Classification of industrial wastewater treatments; Industrial wastewater pre-treatment (before treatment plant) and/or treatment in industrialwastewater plant; Management and development of industrial wastewater – for reuse as a water source inindustrial plants, which excludes the municipal treated wastewater use as a water source inindustrial plants; Aspects of technology, economy, management and energy consumpti...",2016,ISO,actif,"Énergie & Ressources"
"ISO/TC 283","Management de la santé et de la sécurité au travail","Standardization in the field of occupational health and safety management to enable anorganization to control its OH&S risks and improve its OH&S performance.",2013,ISO,actif,"Santé & Médecine"
"ISO/TC 286","Management collaboratif des relations d'affaires","Standardization in the field of collaborative business relationship management, which enhances value realization between organizations by harnessing the benefits of collaborative working.",2013,ISO,actif,"Services & Management"
"ISO/TC 287","Méthodes contribuant au développement durable des produits en bois et dérivés du bois","Standardization in the field of the wood and wood-based industries, including sustainability aspects and renewability, chain of custody, timber tracking and timber measurement, across the entire value chain from biomass production to the finished wood and wood-based products, and including the use phase and end of life. Excluded: those applications covered by ISO/TC 6 “Paper, board and pulps”; ISO/TC 89 “Wood-based panels”; ISO/TC 165 “Timber structures”; ISO/TC 218 “Timber”; and ISO/TC 207 “...",2013,ISO,actif,"Énergie & Ressources"
"ISO/TC 291","Appareils de cuisson domestiques utilisant les combustibles gazeux","Standardization in the field of Domestic Gas Cooking Appliances, considering a whole appliance: safety, terminology, classification, constructional and performance characteristics, test methods and marking. Performance characteristics are related to energy efficiency and test procedures for cooking habits. Excluded from this scope are cookstoves covered by the standards being developed in ISO/TC 285.",2014,ISO,actif,"Énergie & Ressources"
"ISO/TC 292","Sécurité et résilience","Standardization in the field of security to enhance the safety and resilience of society. Excluded: Sector specific security projects developed in other relevant ISO committees and projects developed in ISO/TC 262 and ISO/PC 278.",2014,ISO,actif,"Sécurité & Protection"
"ISO/TC 292/SC 1","Gestion des urgences","Standardization in the field of emergency management.Emergency management is addressed as a managerial function for creating capability for communities to reduce vulnerability to hazards and cope with incidents or potential incidents ofdifferent scale.",2023,ISO,actif,"Sécurité & Protection"
"ISO/TC 293","Machines pour aliments des animaux","Standardization of single feed machine, processing systems and complete production line including safety, hygienic requirements, environmental protection and specific technical requirements of feed machinery used in feed processing mills.Non-commercial domestically used, agricultural machinery is excluded.",2014,ISO,actif,Agroalimentaire
"ISO/TC 295","''Audit data services''","Standardization in the field of audit data services covers the content specification as well as thecollection, pre-processing, management and analysis techniques for the identification,communication, receipt, preparation and use of audit data. Note: 1. Audit: an official examination of an entity’s financial and financial related records in order to check that they are correct. (Source: Longman Dictionary of Contemporary English 4th Edition, modifiedcompany has been replaced by entity to cover...",2015,ISO,actif,"Informatique & Technologies"
"ISO/TC 296","Bambou et rotin","Standardization of bamboo, rattan, and derived materials, including terminology, classification, specifications, test methods and quality requirements, Excluded the bamboo and rattan related standards being developed by: ISO/TC 6 Paper, board and pulps ISO/TC 34 Food products ISO/TC 38 Textiles ISO/TC 89 Wood-based panels ISO/TC 136 Furniture ISO/TC 165 Timber structures ISO/TC 218 Timber ISO/TC 219 Floor Coverings ISO/PC 287 Chain of custody of wood and wood-based products",2015,ISO,actif,"Agriculture & Foresterie"
"ISO/TC 297","Gestion de la collecte et du transport des déchets","Standardization of machines, equipment and management systems for collection, temporary storage and transportation of solid and sanitary liquid waste and recyclables (valuables). Taking into particular account: Terminology; Technology; Performance; Quality; Environmental aspects; Safety and ergonomic aspects; Maintenance; Logistical aspects; Data management and Service procedures. Excluded are: Urban wastewater systems Sludge recovery, treatment and disposal and also water re-use as far as th...",2015,ISO,actif,"Environnement & Développement durable"
"ISO/TC 298","Terres rares","Standardization in the field of rare earth mining, concentration, extraction, separation and conversion to useful rare earth compounds/materials (including oxides, salts, metals, master alloys, etc.) which are key inputs to manufacturing and further production process in a safe and environmentally sustainable manner.",2015,ISO,actif,"Énergie & Ressources"
"ISO/TC 300","Matières solides de récupération, y compris les combustibles solides de récupération","Standardization of solid recovered materials, including solid recovered fuels, from non-hazardous wastefor the purpose of utilisation (recovery and recycling) in a following process. The scope covers the material from the point of acceptance to the point of delivery into the nextstage of processing. Excluded: Fuels covered by ISO/TC 238. NOTE Solid recovered material (SRM) is any non-hazardous waste that can be specified andclassified for a specific recovery or recycling purpose, as with Soli...",2015,ISO,actif,"Énergie & Ressources"
"ISO/TC 301","Management de l'énergie et économies d'énergie","Standardization in the field of energy management and energy savings",2016,ISO,actif,"Environnement & Développement durable"
"ISO/TC 304","Management des organisations de soins de santé","Standardization in the field of healthcare organization management comprising, terminology, nomenclature, recommendations and requirements for healthcare-specific management practices and metrics (e.g. patient-centered staffing, quality, facility-level infection control, pandemic management, hand hygiene) that comprise the non-clinical operations in healthcare entities. Excluded are horizontal organizational standards within the scope of: quality management and quality assurance (TC 176); hum...",2016,ISO,actif,"Santé & Médecine"
"ISO/TC 306","Machines de fonderie","Standardization for Foundry Machinery, including terminology, classification, specifications, test methods and safety requirements of machinery and equipment for, e.g.: permanent mold casting processes, e.g.: high pressure die casting machines, low pressure die casting machines, gravity die casting machines, centrifugal casting machines, non-permanent mold casting processes, e.g.: molding machines, core making machines, moulding material preparing machines, knockout machines, investing castin...",2016,ISO,actif,"Industrie & Mécanique"
"ISO/TC 309","Gouvernance des organisations","Standardization in the field of governance relating to aspects of direction, control and accountability of organizations",2016,ISO,actif,"Services & Management"
"ISO/TC 309/SC 1","Gestion de la conformité pour les organisations",,2025,ISO,actif,"Services & Management"
"ISO/TC 309/SC 2","Dignité humaine","Standardization in the field of human dignity*, including: All types of standardization to help organizations understand and support themanagement of United Nations Guiding Principles on Business and Human Rights(UNGPs); Identification, prevention, mitigation and remediation of crimes in the areas of: forcedlabour (including child labour); human trafficking; violence against women; andsafeguarding; organizational practices in the area of diversity. < NOTE: *Human Dignity can be summarised as ...",2026,ISO,actif,"Services & Management"
"ISO/TC 310","Articles de puériculture","Standardisation of safety requirements and test methods for child care articles which are designed or obviously intended to facilitate seating, bathing, changing, feeding, mouthing, sleeping, transportation, activity and protection for young children. Excluded: products covered by other ISO or IEC technical committees",2016,ISO,actif,"Santé & Médecine"
"ISO/TC 312","Excellence de service","Standardization in the field of excellence in service",2017,ISO,actif,"Services & Management"
"ISO/TC 313","Machines d'emballage","Standardization in the field of machines used for packaging goods, including the detailed safety requirements for a particular machine or group of machines. Such requirements are applicable to the design, construction and information for use of packaging machinery, addressing hazards, hazardous situations and hazardous events. Moreover, the scope covers other aspects related to machine classification, energy consumption, determination of efficiency and availability of packaging machines.",2017,ISO,actif,"Industrie & Mécanique"
"ISO/TC 315","Logistique de la chaîne du froid","Standardization in the field of cold chain logistics.The scope will include, but is not limited to; terms and conditions for carriage/storage service of refrigerated goods, physical handling of refrigerated goods (acceptance, loading, transshipment, storage, sorting, transportation and delivery), maintenance and control methods of temperature-controlled facilities, quality control methods throughout the cold chain (e.g. temperature monitoring and control, prevention of damage, loss and delay)...",2018,ISO,actif,"Automobile & Transports"
"ISO/TC 319",Karst,"Standardization of karst terminology; investigation and assessment (including mapping, monitoring and modelling) of karst; sustainable development, engineering practices, environmental protection and management in karst areas.",2018,ISO,actif,"Environnement & Développement durable"
"ISO/TC 321","Assurance des transactions de commerce électronique","Standardization in the field of “transaction assurance in e- commerce related upstream/downstream processes”, including the following: Assurance of transaction process in e-commerce (including easier access to e-platforms and estores); Protection of online consumer rights including both prevention of online disputes and resolution process; Interoperability and admissibility of inspection result data on commodity quality in cross-border e-commerce; Assurance of e-commerce delivery to the final...",2018,ISO,actif,"Informatique & Technologies"
"ISO/TC 322","Finance durable","Standardization in the field of sustainable finance to integrate sustainability considerations including environmental, social and governance practices in the financing of economic activities. Note : the TC for sustainable finance will have close cooperation with TC 68 in the field of financial services, TC 207 in the field of environmental management, TC 251 in the field of asset management and TC 309 in the field of governance of organizations.",2018,ISO,actif,"Environnement & Développement durable"
"ISO/TC 324","Economie du partage","Standardization in the field of sharing economy. Excluded: Technical aspects of information security or risk management guidelines already covered by ISO/IEC JTC 1/SC27 and ISO/TC 262, respectively.",2019,ISO,actif,"Services & Management"
"ISO/TC 326","Machines destinées à être utilisées avec des denrées alimentaires","Standardization of individual machine types and their accessories used in the foodstuffs supplychain, as well as processing systems and complete production lines consisting of thesemachines.All these machines process various raw materials and ingredients into intermediate foodproducts and/or ready-to-eat food. The standards to be created in this TC deal with specific and typical aspects of machines usedin the food industry. These aspects include – but are not limited to – health and safety at...",2019,ISO,actif,Agroalimentaire
"ISO/TC 330","Surfaces aux propriétés biocides et antimicrobiennes","Standardization of test methods used to assess the biocidal performance and efficacy of any surfaces with antimicrobial activities, including their compatibility with different families of disinfectants and cleaning agents. Such methods aim at evaluating the biocidal activity (i.e. that which irreversibly inactivates microorganism) and at differentiating it from the biostatic activity (i.e. the inhibition of the growth of microorganisms).. The field covers the assessment of surfaces displayin...",2020,ISO,actif,"Sécurité & Protection"
"ISO/TC 331",Biodiversité,"Standardization in the field of Biodiversity to develop principles, framework, requirements,guidance and supporting tools in a holistic and global approach for all organizations,to enhance their contribution to Sustainable Development. TC 331 Biodiversity will work closely with related committees (e.g. ISO/TC 190 Soil quality, ISO/TC 147 Water quality, ISO/TC 276 Biotechnology, ISO/TC 34 Food products) in order to identify standardization needs and gaps, and collaborate with other organizatio...",2020,ISO,actif,"Environnement & Développement durable"
"ISO/TC 332","Equipements de sécurité pour les institutions financières et les organisations commerciales","Standardization in the field of security equipment for financial institutions and commercial organizations, including: Physical security products used in banks, financial institutions, commercial organizations and by jewellers, e.g.: Burglary resistant products Fire resistant products High security locks Test methods for above products Excluded : Material specifications (a substance or a mixture of substances) Physical protection of persons Products for small office/home office/domestic use A...",2020,ISO,actif,"Sécurité & Protection"
"ISO/TC 333",Lithium,"Standardization in the field of lithium mining, concentration, extraction, separation andconversion to useful lithium compounds/materials (including oxides, salts, metals, masteralloys, lithium-ion battery materials, etc.) The work program includes terminology,technical conditions of delivery to overcome transport difficulties, unified testing andanalysis methods to improve the general quality of lithium products. Excluded: BatteryNote: Battery is a component and not a material, which can be ...",2020,ISO,actif,"Énergie & Ressources"
"ISO/TC 336","Conception de laboratoire","Standardization in the field of laboratory design including site selection, design of space and integration of services with the objective to provide functional, safe, energy efficient and sustainable laboratories considering the health and wellbeing of laboratory users, environmental impact, the practical division of experimental and support areas and layouts plus model selection of integrated laboratory equipment. It includes standardization of apparatus and devices for personnel safety, he...",2021,ISO,actif,"Santé & Médecine"
"ISO/TC 339","Centrales hydroélectriques de petite taille","Standardization in the field of site selection planning, design, construction and management for SHP plants development up to 30 MW. Standardization of: professional technical terms and definitions commonly used for SHP plants; technical requirements, methodology and procedure relating to site selection planning of SHP plants; technical requirements for the design of SHP plants, mainly including hydrology, geology, energy calculations, project layout, hydraulics, electromechanical equipment s...",2022,ISO,actif,"Énergie & Ressources"
"ISO/TC 340","Stations de ravitaillement en gaz naturel","Standardization in the field of design, construction and operation of stations for fuelling compressed natural gas (CNG) and liquefied natural gas (LNG) to vehicles. It includes equipment, safety devices and maintenance.",2022,ISO,actif,"Énergie & Ressources"
"ISO/TC 341","Réseau de chaleur","Standardization in the field of HSN including design, construction, integration, control andregulation based on heating and cooling supply pipeline system. Exclude: Standardization of heat sources and space heating systems covered by ISO/TC 11 Boilers and pressure vessels, ISO/TC 86 Refrigeration and air-conditioning, ISO/TC 163 Thermal performance and energy use in the built environment, ISO/TC 138 Plastics pipes, fittings and valves for the transport of fluids, ISO/TC 205 Building environme...",2022,ISO,actif,"Informatique & Technologies"
"ISO/TC 342","Conseil en management","Standardization in the field of management consultancy. Excluded: Technical aspects already covered by ISO/TC 225 (Market, opinion and social research) and ISO/TC 260 (Human resource management).",2023,ISO,actif,"Services & Management"
"ISO/TC 344","Logistique innovante","Standardization of services, technologies and management in the field of logistics, specifically including the forward and reverse process of distributing goods, parcels and lettersfrom suppliers or senders to manufacturers or distributors, via logistics facilities such as regional hubs and distribution centers, and ultimately to final users or recipients, in order to improve the quality, safety and efficiency of distribution operations, and to enhance the stability, flexibility and sustainab...",2023,ISO,actif,"Automobile & Transports"
"ISO/TC 344/SC 1","Logistique de détail","Standardization of technologies and services in the field of retail sector to support innovative logistics.",2024,ISO,actif,"Automobile & Transports"
"ISO/TC 344/SC 2","Service express","The standardization of operations, services, and management in the completion of express delivery services from the sender to the addressee. The term 'express delivery' refers to the delivery activities completed by express delivery companies within the agreed time limits, primarily involving the delivery of letters and parcels to consumers to meet their delivery service needs. It excludes universal postal service obligations, postal products, and EMS. It includes but not limited to: Framewor...",2025,ISO,actif,"Automobile & Transports"
"ISO/TC 345","Métaux et minéraux spécialisés","Standardization in the field of specialty metals, minerals and materials from primary and secondary sources used for specialty technologies (e.g. emerging technologies, renewable energy). It includes: terminology, classification, sampling,testing and chemical analysis methods, traceability, packaging and labelling. A list of specialty metals and minerals is included as follows: antimony, beryllium, cobalt, chromium, graphite,niobium, platinum group metals, tantalum, vanadium, zirconium. Exclu...",2023,ISO,actif,"Énergie & Ressources"
"ISO/TC 346","'Mechanical energy storage technology'","Standardization in the field of mechanical energy storage (MES) technology including terminology,components, functions, design, safety, testing, construction, and maintenance of mechanical energystorage devices. It focuses on the mechanical and physical aspects of mechanical energy storagetechnology and equipment. Excluded: air compressors, air compression systems, and compressed air handling technologiescovered by ISO/TC 118 apparatus and measurement of vacuum equipment covered by ISO/TC 112...",2023,ISO,actif,"Énergie & Ressources"
"ISO/TC 347","Systèmes agro-alimentaires pilotés par les données","Standardization of data and related topics in the field of agricultural and food systems (the union of which will henceforth be referred to as 'agrifood systems'), seeking to enable comprehensive, data-driven, multiobjective decision-making, in the context of a complex and changing world. This includes, in particular, addressing interoperability challenges such as, but not limited to: uniform terminology, semantic resources (such as controlled vocabularies and ontologies) and semantic infrast...",2023,ISO,actif,"Informatique & Technologies"
"ISO/TC 349","Conservation du patrimoine culturel","Standardization in the field of terminology, technologies, materials and equipment for monitoring, evaluation,preservation and restoration of cultural heritage. Exclude: ISO/TC 36 Cinematography, ISO/TC 42 Photography, ISO/TC 46 Information and documentation Note: Limited to tangible cultural heritage. If an overlap or the potential for overlap with other TC/SC is identified, coordination with related TC/SC should be sought by contacting or working with working groups.",2024,ISO,actif,"Services & Management"
"ISO/TC 350","Conception numérique créative","Standardization of protocols, including requirements and guidance, for processes, organization,operations and capacity building activities, related to human-based creative design of digital elements to be used, in the field of video games, digital art, digital fashion design, cinema effects. By being technology-neutral, this doesn’t include specifications related to IT-technology aspects. Excluded: Standardization of purely technical matters related to IT-technology aspects, that are not dire...",2024,ISO,actif,"Informatique & Technologies"
"ISO/TC 351","Centres de contact","Standardization in the field of terminology, requirement, guidance, practices, evaluation for contact centres management and services provision. Excluded: Relevant work within the scopes of the following committees: ISO/IEC JTC 1 Information technology ISO/IEC JTC 1/SC 40 IT service management and IT governance ISO/TC 176 Quality management and quality assurance ISO/TC 176/SC 3 Quality management and quality assurance —Supporting technologies ISO/TC 290 Online reputation ISO/TC 312 Excellence...",2025,ISO,actif,"Services & Management"
"ISO/TC 352","Marketing numérique","Standardization in the field of terminology, requirements, guidance, practices, tools and methods for organizations and professionals conducting digital marketing. Excluded: Digital marketing activities that will lead to E-commerce transactions and relevant work within thescopes of the following committees: ISO/IEC JTC 1 (Information technology) ISO/TC154 (Processes, data elements and documents in commerce, industry and administration) ISO/TC 207 (Environmental management) ISO/TC 225 (Market,...",2025,ISO,actif,"Informatique & Technologies"
